Leystone Fragment|266~782
Mighty Aetheric Ring of Natures Breath|1426
Mighty Aetheric Ring of Firebolt|1426
Mighty Aetheric Ring of Firestorm|1426
Mighty Aetheric Ring of Ice Shards|1426
Mighty Aetheric Ring of Ice Blast|1426
Majestic Aetheric Ring of Pummel|1426
Majestic Aetheric Ring of Giant Swing|1426
Majestic Aetheric Ring of Rupture|1426
Majestic Aetheric Ring of Assassinate|1426
Majestic Aetheric Ring of Sneaky Attack|1426
Majestic Aetheric Ring of Quick Strike|1426
Majestic Aetheric Ring of Sharp Shot|1426
Majestic Aetheric Ring of Longshot|1426
Majestic Aetheric Ring of Light Heal|1426
Majestic Aetheric Ring of Lightning Strike|1426
Majestic Aetheric Ring of Storm Touch|1426
Majestic Aetheric Ring of Natures Touch|1426
Majestic Aetheric Ring of Natures Breath|1426
Majestic Aetheric Ring of Firebolt|1426
Majestic Aetheric Ring of Firestorm|1426
Majestic Aetheric Ring of Ice Shards|1426
Majestic Aetheric Ring of Ice Blast|1426
Royal Aetheric Ring of Pummel|1426
Royal Aetheric Ring of Giant Swing|1426
Royal Aetheric Ring of Rupture|1426
Royal Aetheric Ring of Assassinate|1426
Royal Aetheric Ring of Sneaky Attack|1426
Royal Aetheric Ring of Quick Strike|1426
Royal Aetheric Ring of Sharp Shot|1426
Royal Aetheric Ring of Longshot|1426
Royal Aetheric Ring of Light Heal|1426
Royal Aetheric Ring of Lightning Strike|1426
Royal Aetheric Ring of Storm Touch|1426
Royal Aetheric Ring of Natures Touch|1426
Royal Aetheric Ring of Natures Breath|1426
Royal Aetheric Ring of Firebolt|1426
Royal Aetheric Ring of Firestorm|1426
Royal Aetheric Ring of Ice Shards|1426
Royal Aetheric Ring of Ice Blast|1426
Imperial Aetheric Ring of Pummel|1426~2038
Imperial Aetheric Ring of Giant Swing|1426~2038
Imperial Aetheric Ring of Rupture|1426~2038
Imperial Aetheric Ring of Assassinate|1426~2038
Imperial Aetheric Ring of Sneaky Attack|1426~2038
Imperial Aetheric Ring of Quick Strike|1426~2038
Imperial Aetheric Ring of Sharp Shot|1426~2038
Imperial Aetheric Ring of Longshot|1426~2038
Imperial Aetheric Ring of Light Heal|1426~2038
Imperial Aetheric Ring of Lightning Strike|1426~2038
Imperial Aetheric Ring of Storm Touch|1426~2038
Imperial Aetheric Ring of Natures Touch|1426~2038
Imperial Aetheric Ring of Natures Breath|1426~2038
Imperial Aetheric Ring of Firebolt|1426~2038
Imperial Aetheric Ring of Firestorm|1426~2038
Imperial Aetheric Ring of Ice Shards|1426~2038
Imperial Aetheric Ring of Ice Blast|1426~2038
Godly Aetheric Ring of Pummel|1426~2038
Godly Aetheric Ring of Giant Swing|1426~2038
Godly Aetheric Ring of Rupture|1426~2038
Godly Aetheric Ring of Assassinate|1426~2038
Godly Aetheric Ring of Sneaky Attack|1426~2038
Godly Aetheric Ring of Quick Strike|1426~2038
Godly Aetheric Ring of Sharp Shot|1426~2038
Godly Aetheric Ring of Longshot|1426~2038
Godly Aetheric Ring of Light Heal|1426~2038
Godly Aetheric Ring of Lightning Strike|1426~2038
Godly Aetheric Ring of Storm Touch|1426~2038
Godly Aetheric Ring of Natures Touch|1426~2038
Godly Aetheric Ring of Natures Breath|1426~2038
Godly Aetheric Ring of Firebolt|1426~2038
Godly Aetheric Ring of Firestorm|1426~2038
Godly Aetheric Ring of Ice Shards|1426~2038
Godly Aetheric Ring of Ice Blast|1426~2038
Mighty Aetheric Band of Chivalry|1427
Mighty Aetheric Band of Havoc|1427
Mighty Aetheric Band of Carnage|1427
Mighty Aetheric Band of the Strategist|1427
Mighty Aetheric Band of Treachery|1427
Mighty Aetheric Band of Ingenuity|1427
Mighty Aetheric Band of Deadly Ambush|1427
Mighty Aetheric Band of Assassin's Blades|1427
Mighty Aetheric Band of Raining Arrows|1427
Mighty Aetheric Band of Cruel Barbs|1427
Mighty Aetheric Band of Unerring Accuracy|1427
Mighty Aetheric Band of Tenacity|1427
Mighty Aetheric Band of Dancing Flames|1427
Mighty Aetheric Band of the Meteor|1427
Mighty Aetheric Band of the Storm's Eye|1427
Mighty Aetheric Band of Frozen Desolation|1427
Mighty Aetheric Band of Nature's Sanctuary|1427
Mighty Aetheric Band of Earth and Sky|1427
Mighty Aetheric Band of Sheltering|1427
Mighty Aetheric Band of the Clear Sky|1427
Majestic Aetheric Band of Chivalry|1427
Majestic Aetheric Band of Havoc|1427
Majestic Aetheric Band of Carnage|1427
Majestic Aetheric Band of the Strategist|1427
Majestic Aetheric Band of Treachery|1427
Majestic Aetheric Band of Ingenuity|1427
Majestic Aetheric Band of Deadly Ambush|1427
Majestic Aetheric Band of Assassin's Blades|1427
Majestic Aetheric Band of Raining Arrows|1427
Majestic Aetheric Band of Cruel Barbs|1427
Majestic Aetheric Band of Unerring Accuracy|1427
Majestic Aetheric Band of Tenacity|1427
Majestic Aetheric Band of Dancing Flames|1427
Majestic Aetheric Band of the Meteor|1427
Majestic Aetheric Band of the Storm's Eye|1427
Majestic Aetheric Band of Frozen Desolation|1427
Majestic Aetheric Band of Nature's Sanctuary|1427
Majestic Aetheric Band of Earth and Sky|1427
Majestic Aetheric Band of Sheltering|1427
Majestic Aetheric Band of the Clear Sky|1427
Royal Aetheric Band of Chivalry|1427
Royal Aetheric Band of Havoc|1427
Royal Aetheric Band of Carnage|1427
Royal Aetheric Band of the Strategist|1427
Royal Aetheric Band of Treachery|1427
Royal Aetheric Band of Ingenuity|1427
Royal Aetheric Band of Deadly Ambush|1427
Royal Aetheric Band of Assassin's Blades|1427
Royal Aetheric Band of Raining Arrows|1427
Royal Aetheric Band of Cruel Barbs|1427
Royal Aetheric Band of Unerring Accuracy|1427
Royal Aetheric Band of Tenacity|1427
Royal Aetheric Band of Dancing Flames|1427
Royal Aetheric Band of the Meteor|1427
Royal Aetheric Band of the Storm's Eye|1427
Royal Aetheric Band of Frozen Desolation|1427
Royal Aetheric Band of Nature's Sanctuary|1427
Royal Aetheric Band of Earth and Sky|1427
Royal Aetheric Band of Sheltering|1427
Royal Aetheric Band of the Clear Sky|1427
Imperial Aetheric Band of Chivalry|1427~2039
Imperial Aetheric Band of Havoc|1427~2039
Imperial Aetheric Band of Carnage|1427~2039
Imperial Aetheric Band of the Strategist|1427~2039
Imperial Aetheric Band of Treachery|1427~2039
Imperial Aetheric Band of Ingenuity|1427~2039
Imperial Aetheric Band of Deadly Ambush|1427~2039
Imperial Aetheric Band of Assassin's Blades|1427~2039
Imperial Aetheric Band of Raining Arrows|1427~2039
Imperial Aetheric Band of Cruel Barbs|1427~2039
Imperial Aetheric Band of Unerring Accuracy|1427~2039
Imperial Aetheric Band of Tenacity|1427~2039
Imperial Aetheric Band of Dancing Flames|1427~2039
Imperial Aetheric Band of the Meteor|1427~2039
Imperial Aetheric Band of the Storm's Eye|1427~2039
Imperial Aetheric Band of Frozen Desolation|1427~2039
Imperial Aetheric Band of Nature's Sanctuary|1427~2039
Imperial Aetheric Band of Earth and Sky|1427~2039
Imperial Aetheric Band of Sheltering|1427~2039
Imperial Aetheric Band of the Clear Sky|1427~2039
Godly Aetheric Band of Chivalry|1427~2039
Godly Aetheric Band of Havoc|1427~2039
Godly Aetheric Band of Carnage|1427~2039
Godly Aetheric Band of the Strategist|1427~2039
Godly Aetheric Band of Treachery|1427~2039
Godly Aetheric Band of Ingenuity|1427~2039
Godly Aetheric Band of Deadly Ambush|1427~2039
Godly Aetheric Band of Assassin's Blades|1427~2039
Godly Aetheric Band of Raining Arrows|1427~2039
Godly Aetheric Band of Cruel Barbs|1427~2039
Godly Aetheric Band of Unerring Accuracy|1427~2039
Godly Aetheric Band of Tenacity|1427~2039
Godly Aetheric Band of Dancing Flames|1427~2039
Godly Aetheric Band of the Meteor|1427~2039
Godly Aetheric Band of the Storm's Eye|1427~2039
Godly Aetheric Band of Frozen Desolation|1427~2039
Godly Aetheric Band of Nature's Sanctuary|1427~2039
Godly Aetheric Band of Earth and Sky|1427~2039
Godly Aetheric Band of Sheltering|1427~2039
Godly Aetheric Band of the Clear Sky|1427~2039
Dark Axe of Solar Flames|1428
Dark Axe of Lunar Frost|1428
Dark Axe of Celestial Might|1428
Dark Blade of Solar Flames|1428
Dark Blade of Lunar Frost|1428
Dark Blade of Celestial Might|1428
Dark Bow of Solar Flames|1428
Dark Bow of Lunar Frost|1428
Dark Bow of Celestial Might|1428
Dark Wand of Solar Bolt|1428
Dark Wand of Solar Storm|1428
Dark Wand of Lunar Shards|1428
Dark Wand of Lunar Blast|1428
Dark Totem of Celestial Strike|1428
Dark Totem of Celestial Touch|1428
Dark Totem of Aetheric Touch|1428
Dark Totem of Aetheric Breath|1428
Shadow Axe of Solar Flames|1428~2040
Shadow Axe of Lunar Frost|1428~2040
Shadow Axe of Celestial Might|1428~2040
Shadow Blade of Solar Flames|1428~2040
Shadow Blade of Lunar Frost|1428~2040
Shadow Blade of Celestial Might|1428~2040
Shadow Bow of Solar Flames|1428~2040
Shadow Bow of Lunar Frost|1428~2040
Shadow Bow of Celestial Might|1428~2040
Shadow Wand of Solar Bolt|1428~2040
Shadow Wand of Solar Storm|1428~2040
Shadow Wand of Lunar Shards|1428~2040
Shadow Wand of Lunar Blast|1428~2040
Shadow Totem of Celestial Strike|1428~2040
Shadow Totem of Celestial Touch|1428~2040
Shadow Totem of Aetheric Touch|1428~2040
Shadow Totem of Aetheric Breath|1428~2040
Void Axe of Solar Flames|1428~2040
Void Axe of Lunar Frost|1428~2040
Void Axe of Celestial Might|1428~2040
Void Blade of Solar Flames|1428~2040
Void Blade of Lunar Frost|1428~2040
Void Blade of Celestial Might|1428~2040
Void Bow of Solar Flames|1428~2040
Void Bow of Lunar Frost|1428~2040
Void Bow of Celestial Might|1428~2040
Void Wand of Solar Bolt|1428~2040
Void Wand of Solar Storm|1428~2040
Void Wand of Lunar Shards|1428~2040
Void Wand of Lunar Blast|1428~2040
Void Totem of Celestial Strike|1428~2040
Void Totem of Celestial Touch|1428~2040
Void Totem of Aetheric Touch|1428~2040
Void Totem of Aetheric Breath|1428~2040
Exquisite Crystal of Pure Symmetry|1431
Exquisite Stone of the Anointed|1431
Flawless Crystal of Pure Symmetry|1431
Flawless Stone of the Anointed|1431
Srak's Blood Moonstone Ring|1432
Srak's Flaming Moonstone Ring|1432
Hawn's Blood Moonstone Ring|1435
Hawn's Flaming Moonstone Ring|1435
Paradai's Blood Moonstone Ring|1438
Paradai's Flaming Moonstone Ring|1438
Paradai's Blazing Moonstone Ring|1438
Osan's Blood Moonstone Ring|1441
Osan's Flaming Moonstone Ring|1441
Osan's Blazing Moonstone Ring|1441
Srak's Blood Jewel Ring|1432
Srak's Flaming Jewel Ring|1432
Hawn's Blood Jewel Ring|1435
Hawn's Flaming Jewel Ring|1435
Paradai's Blood Jewel Ring|1438
Paradai's Flaming Jewel Ring|1438
Paradai's Blazing Jewel Ring|1438
Osan's Blood Jewel Ring|1441
Osan's Flaming Jewel Ring|1441
Osan's Blazing Jewel Ring|1441
Srak's Blood Gem Ring|1432
Srak's Flaming Gem Ring|1432
Hawn's Blood Gem Ring|1435
Hawn's Flaming Gem Ring|1435
Paradai's Blood Gem Ring|1438
Paradai's Flaming Gem Ring|1438
Paradai's Blazing Gem Ring|1438
Osan's Blood Gem Ring|1441
Osan's Flaming Gem Ring|1441
Osan's Blazing Gem Ring|1441
Srak's Blood Ruby Ring|1432
Srak's Flaming Ruby Ring|1432
Hawn's Blood Ruby Ring|1435
Hawn's Flaming Ruby Ring|1435
Paradai's Blood Ruby Ring|1438
Paradai's Flaming Ruby Ring|1438
Paradai's Blazing Ruby Ring|1438
Osan's Blood Ruby Ring|1441
Osan's Flaming Ruby Ring|1441
Osan's Blazing Ruby Ring|1441
Srak's Blood Opal Ring|1432
Srak's Flaming Opal Ring|1432
Hawn's Blood Opal Ring|1435
Hawn's Flaming Opal Ring|1435
Paradai's Blood Opal Ring|1438
Paradai's Flaming Opal Ring|1438
Paradai's Blazing Opal Ring|1438
Osan's Blood Opal Ring|1441
Osan's Flaming Opal Ring|1441
Osan's Blazing Opal Ring|1441
Srak's Blood Starstone Ring|1432
Srak's Flaming Starstone Ring|1432
Hawn's Blood Starstone Ring|1435
Hawn's Flaming Starstone Ring|1435
Paradai's Blood Starstone Ring|1438
Paradai's Flaming Starstone Ring|1438
Paradai's Blazing Starstone Ring|1438
Osan's Blood Starstone Ring|1441
Osan's Flaming Starstone Ring|1441
Osan's Blazing Starstone Ring|1441
Srak's Blood Moonstone Band|1432
Srak's Flaming Moonstone Band|1432
Hawn's Blood Moonstone Band|1435
Hawn's Flaming Moonstone Band|1435
Paradai's Blood Moonstone Band|1438
Paradai's Flaming Moonstone Band|1438
Paradai's Blazing Moonstone Band|1438
Osan's Blood Moonstone Band|1441
Osan's Flaming Moonstone Band|1441
Osan's Blazing Moonstone Band|1441
Srak's Blood Jewel Band|1432
Srak's Flaming Jewel Band|1432
Hawn's Blood Jewel Band|1435
Hawn's Flaming Jewel Band|1435
Paradai's Blood Jewel Band|1438
Paradai's Flaming Jewel Band|1438
Paradai's Blazing Jewel Band|1438
Osan's Blood Jewel Band|1441
Osan's Flaming Jewel Band|1441
Osan's Blazing Jewel Band|1441
Srak's Blood Gem Band|1432
Srak's Flaming Gem Band|1432
Hawn's Blood Gem Band|1435
Hawn's Flaming Gem Band|1435
Paradai's Blood Gem Band|1438
Paradai's Flaming Gem Band|1438
Paradai's Blazing Gem Band|1438
Osan's Blood Gem Band|1441
Osan's Flaming Gem Band|1441
Osan's Blazing Gem Band|1441
Srak's Blood Ruby Band|1432
Srak's Flaming Ruby Band|1432
Hawn's Blood Ruby Band|1435
Hawn's Flaming Ruby Band|1435
Paradai's Blood Ruby Band|1438
Paradai's Flaming Ruby Band|1438
Paradai's Blazing Ruby Band|1438
Osan's Blood Ruby Band|1441
Osan's Flaming Ruby Band|1441
Osan's Blazing Ruby Band|1441
Srak's Blood Opal Band|1432
Srak's Flaming Opal Band|1432
Hawn's Blood Opal Band|1435
Hawn's Flaming Opal Band|1435
Paradai's Blood Opal Band|1438
Paradai's Flaming Opal Band|1438
Paradai's Blazing Opal Band|1438
Osan's Blood Opal Band|1441
Osan's Flaming Opal Band|1441
Osan's Blazing Opal Band|1441
Srak's Blood Starstone Band|1432
Srak's Flaming Starstone Band|1432
Hawn's Blood Starstone Band|1435
Hawn's Flaming Starstone Band|1435
Paradai's Blood Starstone Band|1438
Paradai's Flaming Starstone Band|1438
Paradai's Blazing Starstone Band|1438
Osan's Blood Starstone Band|1441
Osan's Flaming Starstone Band|1441
Osan's Blazing Starstone Band|1441
Srak's Blood Moonstone Bracelet|1433
Srak's Flaming Moonstone Bracelet|1433
Hawn's Blood Moonstone Bracelet|1436
Hawn's Flaming Moonstone Bracelet|1436
Paradai's Blood Moonstone Bracelet|1439
Paradai's Flaming Moonstone Bracelet|1439
Paradai's Blazing Moonstone Bracelet|1439
Osan's Blood Moonstone Bracelet|1442
Osan's Flaming Moonstone Bracelet|1442
Osan's Blazing Moonstone Bracelet|1442
Srak's Blood Jewel Bracelet|1433
Srak's Flaming Jewel Bracelet|1433
Hawn's Blood Jewel Bracelet|1436
Hawn's Flaming Jewel Bracelet|1436
Paradai's Blood Jewel Bracelet|1439
Paradai's Flaming Jewel Bracelet|1439
Paradai's Blazing Jewel Bracelet|1439
Osan's Blood Jewel Bracelet|1442
Osan's Flaming Jewel Bracelet|1442
Osan's Blazing Jewel Bracelet|1442
Srak's Blood Gem Bracelet|1433
Srak's Flaming Gem Bracelet|1433
Hawn's Blood Gem Bracelet|1436
Hawn's Flaming Gem Bracelet|1436
Paradai's Blood Gem Bracelet|1439
Paradai's Flaming Gem Bracelet|1439
Paradai's Blazing Gem Bracelet|1439
Osan's Blood Gem Bracelet|1442
Osan's Flaming Gem Bracelet|1442
Osan's Blazing Gem Bracelet|1442
Srak's Blood Ruby Bracelet|1433
Srak's Flaming Ruby Bracelet|1433
Hawn's Blood Ruby Bracelet|1436
Hawn's Flaming Ruby Bracelet|1436
Paradai's Blood Ruby Bracelet|1439
Paradai's Flaming Ruby Bracelet|1439
Paradai's Blazing Ruby Bracelet|1439
Osan's Blood Ruby Bracelet|1442
Osan's Flaming Ruby Bracelet|1442
Osan's Blazing Ruby Bracelet|1442
Srak's Blood Opal Bracelet|1433
Srak's Flaming Opal Bracelet|1433
Hawn's Blood Opal Bracelet|1436
Hawn's Flaming Opal Bracelet|1436
Paradai's Blood Opal Bracelet|1439
Paradai's Flaming Opal Bracelet|1439
Paradai's Blazing Opal Bracelet|1439
Osan's Blood Opal Bracelet|1442
Osan's Flaming Opal Bracelet|1442
Osan's Blazing Opal Bracelet|1442
Srak's Blood Starstone Bracelet|1433
Srak's Flaming Starstone Bracelet|1433
Hawn's Blood Starstone Bracelet|1436
Hawn's Flaming Starstone Bracelet|1436
Paradai's Blood Starstone Bracelet|1439
Paradai's Flaming Starstone Bracelet|1439
Paradai's Blazing Starstone Bracelet|1439
Osan's Blood Starstone Bracelet|1442
Osan's Flaming Starstone Bracelet|1442
Osan's Blazing Starstone Bracelet|1442
Srak's Blood Moonstone Necklace|1434
Srak's Flaming Moonstone Necklace|1434
Hawn's Blood Moonstone Necklace|1437
Hawn's Flaming Moonstone Necklace|1437
Paradai's Blood Moonstone Necklace|1440
Paradai's Flaming Moonstone Necklace|1440
Paradai's Blazing Moonstone Necklace|1440
Osan's Blood Moonstone Necklace|1443
Osan's Flaming Moonstone Necklace|1443
Osan's Blazing Moonstone Necklace|1443
Srak's Blood Jewel Necklace|1434
Srak's Flaming Jewel Necklace|1434
Hawn's Blood Jewel Necklace|1437
Hawn's Flaming Jewel Necklace|1437
Paradai's Blood Jewel Necklace|1440
Paradai's Flaming Jewel Necklace|1440
Paradai's Blazing Jewel Necklace|1440
Osan's Blood Jewel Necklace|1443
Osan's Flaming Jewel Necklace|1443
Osan's Blazing Jewel Necklace|1443
Srak's Blood Gem Necklace|1434
Srak's Flaming Gem Necklace|1434
Hawn's Blood Gem Necklace|1437
Hawn's Flaming Gem Necklace|1437
Paradai's Blood Gem Necklace|1440
Paradai's Flaming Gem Necklace|1440
Paradai's Blazing Gem Necklace|1440
Osan's Blood Gem Necklace|1443
Osan's Flaming Gem Necklace|1443
Osan's Blazing Gem Necklace|1443
Srak's Blood Ruby Necklace|1434
Srak's Flaming Ruby Necklace|1434
Hawn's Blood Ruby Necklace|1437
Hawn's Flaming Ruby Necklace|1437
Paradai's Blood Ruby Necklace|1440
Paradai's Flaming Ruby Necklace|1440
Paradai's Blazing Ruby Necklace|1440
Osan's Blood Ruby Necklace|1443
Osan's Flaming Ruby Necklace|1443
Osan's Blazing Ruby Necklace|1443
Srak's Blood Opal Necklace|1434
Srak's Flaming Opal Necklace|1434
Hawn's Blood Opal Necklace|1437
Hawn's Flaming Opal Necklace|1437
Paradai's Blood Opal Necklace|1440
Paradai's Flaming Opal Necklace|1440
Paradai's Blazing Opal Necklace|1440
Osan's Blood Opal Necklace|1443
Osan's Flaming Opal Necklace|1443
Osan's Blazing Opal Necklace|1443
Srak's Blood Starstone Necklace|1434
Srak's Flaming Starstone Necklace|1434
Hawn's Blood Starstone Necklace|1437
Hawn's Flaming Starstone Necklace|1437
Paradai's Blood Starstone Necklace|1440
Paradai's Flaming Starstone Necklace|1440
Paradai's Blazing Starstone Necklace|1440
Osan's Blood Starstone Necklace|1443
Osan's Flaming Starstone Necklace|1443
Osan's Blazing Starstone Necklace|1443
Vital Perceptor Pendant of Vigilance|1735~1739
Potent Perceptor Pendant of Vigilance|1735~1739
Sanguine Perceptor Pendant of Vigilance|1735~1739
Dynamic Perceptor Pendant of Vigilance|1735~1739
Vital Perceptor Bracer of Vigilance|1735~1738
Potent Perceptor Bracer of Vigilance|1735~1738
Sanguine Perceptor Bracer of Vigilance|1735~1738
Dynamic Perceptor Bracer of Vigilance|1735~1738
Keen Perceptor Ring of Vigilance|1735~1737
Honed Perceptor Ring of Vigilance|1735~1737
Vital Perceptor Pendant of Perception|1735~1739
Potent Perceptor Pendant of Perception|1735~1739
Sanguine Perceptor Pendant of Perception|1735~1739
Dynamic Perceptor Pendant of Perception|1735~1739
Vital Perceptor Bracer of Perception|1735~1738
Potent Perceptor Bracer of Perception|1735~1738
Sanguine Perceptor Bracer of Perception|1735~1738
Dynamic Perceptor Bracer of Perception|1735~1738
Keen Perceptor Ring of Perception|1735~1737
Honed Perceptor Ring of Perception|1735~1737
Vital Perceptor Pendant of Gaze|1735~1739
Potent Perceptor Pendant of Gaze|1735~1739
Sanguine Perceptor Pendant of Gaze|1735~1739
Dynamic Perceptor Pendant of Gaze|1735~1739
Vital Perceptor Bracer of Gaze|1735~1738
Potent Perceptor Bracer of Gaze|1735~1738
Sanguine Perceptor Bracer of Gaze|1735~1738
Dynamic Perceptor Bracer of Gaze|1735~1738
