1~Alwyn the Druid~0~0~Friendly~0~200~0~0~0~0~0~0.3~0,5~0,5;1,5;2,5~0~1~0~0~0~~0
100154~Untouchable Stag~0~0~Passive~0~1~0~0~0~0~0~0~0,3~7,Immune~0~1~0~0~0~0,1;1,1;2,1;3,1;4,1~0
100155~Skullcrusher Bowman~7~30~Hostile~18~130~2 - 4~175~40~2800~0~1~1,20~0,36;1,36;2,36;3,36;4,36;5,32;7,Immune~1~10~20~0~440~0,36;1,36;2,36;3,36;4,36~0
100156~Skullcrusher Archer~3~30~Hostile~19~135~2 - 4~185~43~2800~0~1~1,21~0,38;1,38;2,38;3,38;4,38;5,34;7,Immune~1~10~20~0~460~0,39;1,39;2,39;3,39;4,39~0
100157~TEST Evil Stag~0~30~Passive~120~4180~0~1195~240~2850~2430~1~~0,240;1,240;2,240~2~2~0~0~0~~0
100158~TEST Evil Dryad~0~30~Passive~120~4180~0~1195~240~2850~2430~1~~0,240;1,240;2,240~2~2~0~0~0~~0
100159~Red Wyvern Test~0~15~Passive~30~50000~10 - 17~600~120~2000~405~1.5~2,1~0,120;1,120;2,120;3,69;4,69;5,69;7,Immune~4~3~0~0~1813~0,165;1,165;2,165;3,165;4,165;5,165~0
100160~Grey Wolf Test~0~15~Passive~4~50000~0~35~2~2700~0~1~0,1~0,8;1,8;2,8;3,8;4,8;5,7;7,Immune~2~1~0~0~213~0,3;1,3;2,3;3,3;4,3~0
100161~Red Wolf Test~0~15~Passive~7~50000~0~65~7~2800~0~1~0,1~0,14;1,14;2,14;3,14;4,14;5,13;7,Immune~1~1~0~0~220~0,6;1,6;2,6;3,6;4,6~50
100162~Alva the Druid~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100163~Phelan Campbell~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100164~Heather Campbell~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100165~Heather Campbell~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100200~Tor Caith Faerie OLD~0~25~Passive~10~237~1 - 5~95~20~2740~119~0.3~1,18~0,20;1,20;2,20;3,20;4,20;5,18;7,Immune~2~1~0~0~373~0,50;1,50;2,50;3,50;4,50;5,50~0
100201~Morcas Unicorn~0~25~Passive~60~618~4 - 10~595~120~2790~309~0.9~0,54~0,120;1,120;2,120;3,120;4,120;5,108;7,Immune~1~1~0~0~1280~0,75;1,75;2,75;3,75;4,75;5,75~0
100202~Morcas Unicorn~0~25~Passive~60~937~8 - 17~595~120~2790~469~1~0,82~0,150;1,150;2,150;3,150;4,150;5,135;7,Immune~2~1~0~0~1707~0,150;1,150;2,150;3,150;4,150;5,150~0
100203~Morcas Unicorn~0~25~Passive~60~1406~10 - 22~595~120~2790~703~1.1~0,125~0,180;1,180;2,180;3,180;4,180;5,162;7,Immune~3~1~0~0~2560~0,300;1,300;2,300;3,300;4,300;5,300~0
100204~Shadhavar~0~25~Passive~60~29984~60 - 122~595~120~2790~14992~2.4~0,514~0,270;1,270;2,270;3,270;4,270;5,270;7,Immune~6~1~0~4~6827~0,900;1,900;2,900;3,900;4,900;5,900~0
100205~Morcas Stag~0~25~Passive~120~3168~8 - 17~1195~240~2850~1980~0.3~0,151~0,240;1,240;2,240;3,240;4,240;5,216;7,Immune~1~1~0~0~2480~0,150;1,150;2,150;3,150;4,150;5,150~0
100206~Morcas Stag~0~25~Passive~120~4435~15 - 32~1195~240~2850~2772~0.3~0,217~0,300;1,300;2,300;3,300;4,300;5,270;7,Immune~2~1~0~0~3307~0,300;1,300;2,300;3,300;4,300;5,300~0
100207~Morcas Stag~0~25~Passive~120~7920~23 - 48~1195~240~2850~3960~0.3~0,317~0,360;1,360;2,360;3,360;4,360;5,324;7,Immune~3~1~0~0~5952~0,600;1,600;2,600;3,600;4,600;5,600~0
100208~Taruca~0~25~Passive~120~190080~120 - 242~1195~240~2850~95040~1.2~0,1204~0,540;1,540;2,540;3,540;4,540;5,540;7,Immune~6~1~0~4~13227~0,1800;1,1800;2,1800;3,1800;4,1800;5,1800~0
100209~Morcas Dryad~0~25~Passive~180~6912~11 - 25~1795~360~2910~4320~0.3~2,294~0,360;1,360;2,360;3,360;4,360;5,324;7,Immune~1~1~0~0~3680~0,225;1,225;2,225;3,225;4,225;5,225~0
100210~Morcas Dryad~0~25~Passive~180~9677~23 - 47~1795~360~2910~6048~0.3~2,406~0,450;1,450;2,450;3,450;4,450;5,405;7,Immune~2~1~0~0~4907~0,450;1,450;2,450;3,450;4,450;5,450~0
100211~Morcas Dryad~0~25~Passive~180~17280~35 - 71~1795~360~2910~8640~0.3~2,575~0,540;1,540;2,540;3,540;4,540;5,486;7,Immune~3~1~0~0~8832~0,900;1,900;2,900;3,900;4,900;5,900~0
100212~Caraich Crann~0~25~Passive~180~414720~180 - 362~1795~360~2910~207360~2.3~2,2074~0,810;1,810;2,810;3,810;4,810;5,810;7,Immune~6~1~0~4~19627~0,2700;1,2700;2,2700;3,2700;4,2700;5,2700~0
100213~Galar Acolyte~0~25~Passive~50~22080~25 - 52~495~100~1500~5520~1~0,201~0,200;1,200;2,200;3,200;4,200;5,200~5~8~10~4~4320~0,500;1,500;2,2500;3,500;4,500;5,500~0
100214~Kron Acolyte~0~25~Passive~100~77280~50 - 102~995~200~1500~19320~1~2,470~0,400;1,400;2,400;3,400;4,400;5,400~5~1.5~0~4~8320~0,1000;1,1000;2,5000;3,1000;4,1000;5,1000~0
100215~Comrak Acolyte~0~25~Passive~150~147600~75 - 152~1495~300~1500~36900~1~1,806~0,600;1,600;2,600;3,600;4,600;5,600~5~1.5~0~4~12320~0,1500;1,1500;2,7500;3,1500;4,1500;5,1500~0
100216~Garanak Acolyte~0~25~Passive~200~585120~100 - 202~1995~400~1500~73140~1~1,1212~0,800;1,800;2,800;3,800;4,800;5,800~5~1.5~0~4~16320~0,2000;1,2000;2,10000;3,2000;4,2000;5,2000~0
100217~Galar~0~25~Passive~50~58659~500 - 1020~495~100~1000~22080~2~0,416~0,225;1,225;2,225;3,225;4,225;5,225~6~8~10~4~5760~0,750;1,750;2,7500;3,750;4,750;5,750~0
100218~Kron~0~25~Passive~100~309120~1000 - 2020~995~200~1000~77280~2~2,954~0,450;1,450;2,450;3,450;4,450;5,450~6~2~0~4~11093~0,1500;1,1500;2,15000;3,1500;4,1500;5,1500~0
100219~Comrak~0~25~Passive~150~678960~1500 - 3020~1495~300~1000~169740~2~1,1616~0,675;1,675;2,675;3,675;4,675;5,675~6~2~0~4~16427~0,2250;1,2250;2,22500;3,2250;4,2250;5,2250~0
100220~Garanak~0~25~Passive~200~3450000~20000 - 40200~9975~4000~1000~292560~2~1,8000;9,400~0,4500;1,4500;2,4500;3,4500;4,4500;5,4500~6~2~0~4~21760~0,3000;1,3000;2,30000;3,3000;4,3000;5,3000~0
100221~The Green Man~0~0~Friendly~0~200~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100222~Blight Preacher~0.01~30~Hostile~40~4680~10 - 22~395~80~2000~780~0.3~2,122~0,140;1,140;2,140;3,140;4,140;5,140;7,Immune~4~1~0~19~2347~0,300;1,300;2,300;3,300;4,300;5,3000~0
100223~Plague Preacher~0.01~30~Hostile~90~21060~29 - 59~895~180~2000~3510~0.3~2,328~0,315;1,315;2,315;3,315;4,315;5,315;7,Immune~4~1~0~19~6016~0,675;1,675;2,675;3,675;4,675;5,6750~0
100224~Strife Preacher~0.01~30~Hostile~140~47880~44 - 90~1395~280~2000~7980~0.3~2,597~0,490;1,490;2,490;3,490;4,490;5,490;7,Immune~4~1~0~19~9216~0,1050;1,1050;2,1050;3,1050;4,1050;5,10500~0
100225~Death Preacher~0.01~30~Hostile~190~87210~60 - 121~1895~380~2000~14535~0.3~2,928~0,665;1,665;2,665;3,665;4,665;5,665;7,Immune~4~1~0~19~12416~0,1425;1,1425;2,1425;3,1425;4,1425;5,14250~0
100227~Tor Sif Guard~0~25~Passive~40~1560~500 - 1100~395~80~2000~780~0.3~2,122~0,140;1,140;2,140;3,140;4,140;5,140;7,Immune~4~8~10~0~23470~0,300;1,300;2,300;3,300;4,300;5,300~0
100228~Tor Sif Captain~0~25~Passive~90~7020~1438 - 2938~895~180~2000~3510~0.3~2,328~0,315;1,315;2,315;3,315;4,315;5,315;7,Immune~4~8~10~0~60156~0,675;1,675;2,675;3,675;4,675;5,675~0
100229~Tor Sif Sentinel~0~25~Passive~140~15960~2188 - 4500~1395~280~2000~7980~0.3~2,597~0,490;1,490;2,490;3,490;4,490;5,490;7,Immune~4~8~10~0~92160~0,1050;1,1050;2,1050;3,1050;4,1050;5,1050~0
100230~Tor Sif Devastator~0~25~Passive~190~29070~3000 - 6063~1895~380~2000~14535~0.3~2,928~0,665;1,665;2,665;3,665;4,665;5,665;7,Immune~4~8~10~0~124164~0,1425;1,1425;2,1425;3,1425;4,1425;5,1425~0
100231~Scorpion GIANT TEST~8~40~Hostile~94~1778~6 - 14~935~188~2824~1034~0.3~0,182~0,188;1,188;2,188;3,188;4,188;5,169;7,Immune~1~1~0~0~1960~0,399;1,399;2,399;3,399;4,399;5,399~0
100232~Troll GIANT TEST~8~40~Hostile~94~1778~6 - 14~935~188~2824~1034~0.3~0,182~0,188;1,188;2,188;3,188;4,188;5,169;7,Immune~1~1~0~0~1960~0,399;1,399;2,399;3,399;4,399;5,399~0
100233~Man GIANT TEST~8~40~Hostile~94~1778~6 - 14~935~188~2824~1034~0.3~0,182~0,188;1,188;2,188;3,188;4,188;5,169;7,Immune~1~1~0~0~1960~0,399;1,399;2,399;3,399;4,399;5,399~0
100234~XP Crawler~6~25~Hostile~80~5520~25 - 53~795~160~2810~2760~0.3~2,282~0,280;1,280;2,280;3,280;4,280;5,280;7,Immune~4~1~0~0~44800~0,600;1,600;2,600;3,600;4,600;5,600~0
100235~XP Crawler~6~25~Hostile~85~6120~26 - 56~845~170~2815~3060~0.3~2,300~0,298;1,298;2,298;3,298;4,298;5,298;7,Immune~4~1~0~0~47470~0,638;1,638;2,638;3,638;4,638;5,638~0
100236~XP Smuggler~6~25~Hostile~90~7020~29 - 59~895~180~2820~3510~0.3~2,328~0,315;1,315;2,315;3,315;4,315;5,315;7,Immune~4~1~0~0~50130~0,675;1,675;2,675;3,675;4,675;5,675~0
100237~XP Smuggler~6~25~Hostile~95~7695~30 - 63~945~190~2825~3848~0.3~2,347~0,333;1,333;2,333;3,333;4,333;5,333;7,Immune~4~1~0~0~52800~0,713;1,713;2,713;3,713;4,713;5,713~0
100238~XP Dead~6~25~Hostile~100~8400~31 - 65~995~200~2830~4200~0.3~2,377~0,350;1,350;2,350;3,350;4,350;5,350;7,Immune~4~1~0~0~55470~0,750;1,750;2,750;3,750;4,750;5,750~0
100239~XP Dead~6~25~Hostile~105~9135~33 - 69~1045~210~2835~4568~0.3~2,396~0,368;1,368;2,368;3,368;4,368;5,368;7,Immune~4~1~0~0~58130~0,788;1,788;2,788;3,788;4,788;5,788~0
100240~Gold Crawler~6~25~Hostile~80~5520~2100 - 2625~795~160~2810~2760~0.3~2,282~0,280;1,280;2,280;3,280;4,280;5,280;7,Immune~4~1~0~0~4480~0,600;1,600;2,600;3,600;4,600;5,600~0
100241~Gold Crawler~6~25~Hostile~85~6120~2250 - 2813~845~170~2815~3060~0.3~2,300~0,298;1,298;2,298;3,298;4,298;5,298;7,Immune~4~1~0~0~4747~0,638;1,638;2,638;3,638;4,638;5,638~0
100242~Gold Smuggler~6~25~Hostile~90~7020~2350 - 2938~895~180~2820~3510~0.3~2,328~0,315;1,315;2,315;3,315;4,315;5,315;7,Immune~4~1~0~0~5013~0,675;1,675;2,675;3,675;4,675;5,675~0
100243~Gold Smuggler~6~25~Hostile~95~7695~2500 - 3125~945~190~2825~3848~0.3~2,347~0,333;1,333;2,333;3,333;4,333;5,333;7,Immune~4~1~0~0~5280~0,713;1,713;2,713;3,713;4,713;5,713~0
100244~Gold Dead~6~25~Hostile~100~8400~2600 - 3250~995~200~2830~4200~0.3~2,377~0,350;1,350;2,350;3,350;4,350;5,350;7,Immune~4~1~0~0~5547~0,750;1,750;2,750;3,750;4,750;5,750~0
100245~Gold Dead~6~25~Hostile~105~9135~2750 - 3438~1045~210~2835~4568~0.3~2,396~0,368;1,368;2,368;3,368;4,368;5,368;7,Immune~4~1~0~0~5813~0,788;1,788;2,788;3,788;4,788;5,788~0
100246~Weapon Boss 40 TEST~6~25~Hostile~40~76800~40 - 82~395~80~1000~12480~0.3~2,324~0,180;1,180;2,180;3,180;4,180;5,180;7,Immune~6~1~0~0~4693~0,600;1,600;2,3000;3,600;4,600;5,600~0
100247~Weapon Boss 90 TEST~6~25~Hostile~90~224640~90 - 182~895~180~1000~56160~0.3~2,836~0,405;1,405;2,405;3,405;4,405;5,405;7,Immune~6~1~0~0~10027~0,1350;1,1350;2,6750;3,1350;4,1350;5,1350~0
100248~Weapon Boss 140 TEST~6~25~Hostile~140~510720~140 - 282~1395~280~1000~127680~0.3~2,1474~0,630;1,630;2,630;3,630;4,630;5,630;7,Immune~6~1~0~0~15360~0,2100;1,2100;2,10500;3,2100;4,2100;5,2100~0
100249~Weapon Boss 190 TEST~6~25~Hostile~190~930240~190 - 382~1895~380~1000~232560~0.3~2,2236~0,855;1,855;2,855;3,855;4,855;5,855;7,Immune~6~1~0~0~20693~0,2850;1,2850;2,14250;3,2850;4,2850;5,2850~0
100250~Domnall the Exile~6~25~Hostile~40~49920~800 - 1640~1580~640~1000~12480~0.6~2,324~0,360;1,360;2,360;3,180;4,360;5,360;7,Immune~6~1~0~0~4693~0,600;1,600;2,6000;3,600;4,600;5,600~0
100251~Domnall the Exile~6~25~Hostile~40~49920~800 - 1640~1580~640~1000~12480~0.6~0,324~0,360;1,360;2,360;3,180;4,360;5,360;7,Immune~6~1~0~0~4693~0,600;1,600;2,6000;3,600;4,600;5,600~0
100252~Domnall the Exile~6~25~Hostile~40~49920~800 - 1640~1580~640~1000~12480~0.6~0,324~0,360;1,360;2,360;3,180;4,360;5,360;7,Immune~6~10~10~0~4693~0,600;1,600;2,6000;3,600;4,600;5,600~0
100253~Domnall the Exile~6~25~Hostile~40~49920~800 - 1640~1580~640~1000~12480~0.6~2,324~0,360;1,360;2,360;3,180;4,360;5,360;7,Immune~6~1~0~17~4693~0,600;1,600;2,6000;3,600;4,600;5,600~0
100254~Domnall the Exile~6~25~Hostile~40~49920~800 - 1640~1580~640~1000~12480~0.6~5,324~0,360;1,360;2,360;3,180;4,360;5,360;7,Immune~6~10~8~10~4693~0,600;1,600;2,6000;3,600;4,600;5,600~0
100255~Mor-Garak the Lizard King~6~25~Hostile~90~224640~1800 - 3640~3580~1440~1000~56160~0.6~2,836~0,810;1,810;2,810;3,810;4,810;5,405;7,Immune~6~1~0~0~10027~0,1350;1,1350;2,13500;3,1350;4,1350;5,1350~0
100256~Mor-Garak the Lizard King~6~25~Hostile~90~224640~1800 - 3640~3580~1440~1000~56160~0.6~0,836~0,810;1,810;2,810;3,810;4,810;5,405;7,Immune~6~1~0~0~10027~0,1350;1,1350;2,13500;3,1350;4,1350;5,1350~0
100257~Mor-Garak the Lizard King~6~25~Hostile~90~224640~1800 - 3640~3580~1440~1000~56160~0.6~0,836~0,810;1,810;2,810;3,810;4,810;5,405;7,Immune~6~10~10~0~10027~0,1350;1,1350;2,13500;3,1350;4,1350;5,1350~0
100258~Mor-Garak the Lizard King~6~25~Hostile~90~224640~1800 - 3640~3580~1440~1000~56160~0.6~2,836~0,810;1,810;2,810;3,810;4,810;5,405;7,Immune~6~1~0~17~10027~0,1350;1,1350;2,13500;3,1350;4,1350;5,1350~0
100259~Mor-Garak the Lizard King~6~25~Hostile~90~224640~1800 - 3640~3580~1440~1000~56160~0.6~5,836~0,810;1,810;2,810;3,810;4,810;5,405;7,Immune~6~10~8~10~10027~0,1350;1,1350;2,13500;3,1350;4,1350;5,1350~0
100260~Kul-Vasa the Undefeated~6~25~Hostile~140~510720~2800 - 5640~5580~2240~1000~127680~0.6~2,2500~0,1260;1,1260;2,1260;3,1560;4,630;5,1260;7,Immune~6~1~0~0~15360~0,2100;1,2100;2,21000;3,2100;4,2100;5,2100~0
100261~Kul-Vasa the Undefeated~6~25~Hostile~140~510720~2800 - 5640~5580~2240~1000~127680~0.6~0,2500~0,1260;1,1260;2,1260;3,1560;4,630;5,1260;7,Immune~6~1~0~0~15360~0,2100;1,2100;2,21000;3,2100;4,2100;5,2100~0
100262~Kul-Vasa the Undefeated~6~25~Hostile~140~510720~2800 - 5640~5580~2240~1000~127680~0.6~0,2500~0,1260;1,1260;2,1260;3,1560;4,630;5,1260;7,Immune~6~10~10~0~15360~0,2100;1,2100;2,21000;3,2100;4,2100;5,2100~0
100263~Kul-Vasa the Undefeated~6~25~Hostile~140~510720~2800 - 5640~5580~2240~1000~127680~0.6~2,2500~0,1260;1,1260;2,1260;3,1560;4,630;5,1260;7,Immune~6~1~0~17~15360~0,2100;1,2100;2,21000;3,2100;4,2100;5,2100~0
100264~Kul-Vasa the Undefeated~6~25~Hostile~140~510720~2800 - 5640~5580~2240~1000~127680~0.6~5,2500~0,1260;1,1260;2,1260;3,1560;4,630;5,1260;7,Immune~6~10~8~10~15360~0,2100;1,2100;2,21000;3,2100;4,2100;5,2100~0
100265~Fodbgen the Despoiler~6~25~Hostile~190~930240~3800 - 7640~7580~3040~1000~232560~0.6~2,7000~0,1710;1,1710;2,1710;3,855;4,1710;5,1710;7,Immune~6~1~0~0~20693~0,2850;1,2850;2,28500;3,2850;4,2850;5,2850~0
100266~Fodbgen the Despoiler~6~25~Hostile~190~930240~3800 - 7640~7580~3040~1000~232560~0.6~0,7000~0,1710;1,1710;2,1710;3,855;4,1710;5,1710;7,Immune~6~1~0~0~20693~0,2850;1,2850;2,28500;3,2850;4,2850;5,2850~0
100267~Fodbgen the Despoiler~6~25~Hostile~190~930240~3800 - 7640~7580~3040~1000~232560~0.6~0,7000~0,1710;1,1710;2,1710;3,855;4,1710;5,1710;7,Immune~6~10~10~0~20693~0,2850;1,2850;2,28500;3,2850;4,2850;5,2850~0
100268~Fodbgen the Despoiler~6~25~Hostile~190~930240~3800 - 7640~7580~3040~1000~232560~0.6~2,7000~0,1710;1,1710;2,1710;3,855;4,1710;5,1710;7,Immune~6~1~0~17~20693~0,2850;1,2850;2,28500;3,2850;4,2850;5,2850~0
100269~Fodbgen the Despoiler~6~25~Hostile~190~930240~3800 - 7640~7580~3040~1000~232560~0.6~5,7000~0,1710;1,1710;2,1710;3,855;4,1710;5,1710;7,Immune~6~10~8~10~20693~0,2850;1,2850;2,28500;3,2850;4,2850;5,2850~0
100270~Frenzied Bear~6~25~Hostile~52~825~0~515~104~2782~413~1~1,68~0,130;1,130;2,130;3,130;4,130;5,130;7,Immune~2~1~0~0~0~0,130;1,130;2,130;3,130;4,130;5,130~0
100271~Bloodgrove Acolyte~6~25~Hostile~70~1279~4 - 11~695~140~2800~595~0.3~2,120~0,140;1,140;2,140;3,140;4,140;5,126;7,Immune~1~1~0~0~1480~0,297;1,297;2,297;3,297;4,297;5,297~0
100272~Scallathrax the Mystic~0~40~Passive~72~52080~0~1395~280~2870~26040~0.3~2,357~0,280;1,280;2,280;3,280;4,280;5,280~5~2~0~1~6100~0,1400;1,1400;2,1400;3,1400;4,1400;5,1400~0
100273~Vaarblad the Mystic~0~40~Passive~72~52080~0~1395~280~2870~26040~0.3~2,357~0,280;1,280;2,280;3,280;4,280;5,280~5~2~0~1~6100~0,1400;1,1400;2,1400;3,1400;4,1400;5,1400~0
100274~Kurzan the Mystic~0~40~Passive~72~52080~0~1395~280~2870~26040~0.3~2,357~0,280;1,280;2,280;3,280;4,280;5,280~5~2~0~1~6100~0,1400;1,1400;2,1400;3,1400;4,1400;5,1400~0
100275~Bracken the Puppy~0~0~Passive~0~1~0~1~0~2800~0~0~~0,1;1,1;2,1;3,Immune;4,Immune;5,Immune;6,Immune;7,Immune;8,Immune~0~1~0~0~0~~0
100276~TEST Living Statue~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~1.3~0,500~0,300;1,300;2,300;3,405;4,405;5,365;7,Immune~1~3.2~0~10~3080~0,1350;1,1350;2,6750;3,1350;4,1350;5,1350~0
100277~MP TEST Mob02~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100278~MP TEST Mob03~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100279~MP TEST Mob04~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100280~MP TEST Mob05~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100281~MP TEST Mob06~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100282~MP TEST Mob07~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100283~MP TEST Mob08~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100284~MP TEST Mob09~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100285~MP TEST Mob10~6~25~Hostile~150~5068~9 - 21~1495~300~2880~2475~0.3~~0,300;1,300;2,300~1~1~0~0~3080~~0
100286~Shaman Herald~0~25~Passive~30~1560~10 - 22~395~80~2770~780~0.3~2,122~0,140;1,140;2,140;3,140;4,140;5,140~4~8~10~1~2347~0,300;1,300;2,300;3,300;4,300;5,300~0
100287~Shaman Herald~0~25~Passive~30~1560~10 - 22~395~80~2770~780~0.3~2,122~0,140;1,140;2,140;3,140;4,140;5,140~4~8~10~1~2347~0,300;1,300;2,300;3,300;4,300;5,300~0
100288~Shaman Adept~0~25~Passive~80~7020~29 - 59~895~180~2820~3510~0.3~2,446~0,315;1,315;2,315;3,315;4,315;5,315~4~8~10~1~6016~0,675;1,675;2,675;3,675;4,675;5,675~0
100289~Shaman Adept~0~25~Passive~80~7020~29 - 59~895~180~2820~3510~0.3~2,446~0,315;1,315;2,315;3,315;4,315;5,315~4~8~10~1~6016~0,675;1,675;2,675;3,675;4,675;5,675~0
100290~Shaman Arbiter~0~25~Passive~130~15960~44 - 90~1395~280~2870~7980~0.3~2,1094~0,490;1,490;2,490;3,490;4,490;5,490~4~8~10~1~9216~0,1050;1,1050;2,1050;3,1050;4,1050;5,1050~0
100291~Shaman Arbiter~0~25~Passive~130~15960~44 - 90~1395~280~2870~7980~0.3~2,1094~0,490;1,490;2,490;3,490;4,490;5,490~4~8~10~1~9216~0,1050;1,1050;2,1050;3,1050;4,1050;5,1050~0
100292~Shaman Eminence~0~25~Passive~180~29070~60 - 121~1895~380~2920~14535~0.3~2,1856~0,665;1,665;2,665;3,665;4,665;5,665~4~8~10~1~12416~0,1425;1,1425;2,1425;3,1425;4,1425;5,1425~0
100293~Shaman Eminence~0~25~Passive~180~29070~60 - 121~1895~380~2920~14535~0.3~2,1856~0,665;1,665;2,665;3,665;4,665;5,665~4~8~10~1~12416~0,1425;1,1425;2,1425;3,1425;4,1425;5,1425~0
100294~Infected Cure Test Mob Inner~0~0~Friendly~1~1~0~1~0~2800~0~0.3~~0,1;1,1;2,1;3,0;4,0;5,0;7,Immune~0~1~0~0~0~~0
100295~Infected Cure Test Mob Outer~0~5~Passive~1~1~0~1~0~2800~0~0.3~~0,1;1,1;2,1;3,Immune;4,Immune;5,Immune;7,Immune;8,Immune~0~1~0~5~0~~0
100296~Goblin TEST~6~25~Hostile~80~5616~0~895~180~2820~3510~0.3~~0,315;1,315;2,315~2~8~0~2~5013~~0
100297~Grollob~6~25~Hostile~102~5916~20 - 41~1015~204~2832~2958~0.3~~0,306;1,306;2,306~3~1~0~0~4240~~0
100298~Dig Site 1~0~10~Passive~0~100~0~1~0~2800~1000~1.2~~0,1;1,1;2,1;3,Immune;4,Immune;5,Immune;6,Immune;7,Immune;8,Immune~0~1~0~5~0~~0
100299~Dig Site 2~0~10~Passive~0~100~0~1~0~2800~1000~1.2~~0,1;1,1;2,1;3,Immune;4,Immune;5,Immune;6,Immune;7,Immune;8,Immune~0~1~0~5~0~~0
100300~Dig Site 3~0~10~Passive~0~100~0~1~0~2800~1000~1.2~~0,1;1,1;2,1;3,Immune;4,Immune;5,Immune;6,Immune;7,Immune;8,Immune~0~1~0~5~0~~0
100301~Dig Site 4~0~10~Passive~0~100~0~1~0~2800~1000~1.2~~0,1;1,1;2,1;3,Immune;4,Immune;5,Immune;6,Immune;7,Immune;8,Immune~0~1~0~5~0~~0
100302~Dig Site 5~0~10~Passive~0~100~0~1~0~2800~1000~1.2~~0,1;1,1;2,1;3,Immune;4,Immune;5,Immune;6,Immune;7,Immune;8,Immune~0~1~0~5~0~~0
100303~Boggan Altar 1~0~10~Passive~0~100~0~1~0~2800~1000~1.2~~0,1;1,1;2,1~0~1~0~5~0~~0
100304~Boggan Altar 2~0~10~Passive~0~100~0~1~0~2800~1000~1.2~~0,1;1,1;2,1~0~1~0~5~0~~0
100305~Boggan Altar 3~0~10~Passive~0~100~0~1~0~2800~1000~1.2~~0,1;1,1;2,1~0~1~0~5~0~~0
100306~Ancestor Spirit~8~40~Hostile~160~22575~50 - 103~1595~320~2890~8400~0.3~2,722;8,361;9,72~0,320;1,320;2,320;3,368;4,368;5,368;7,50%;8,Immune~4~1~0~0~10496~0,880;1,880;2,880;3,880;4,880;5,880~1
100307~Boggan Purple Chief~8~40~Hostile~160~22575~50 - 103~1595~320~2890~8400~0.3~2,722;8,361;9,72~0,320;1,320;2,320;3,368;4,368;5,368;7,50%;8,Immune~4~1~0~0~10496~0,880;1,880;2,880;3,880;4,880;5,880~1
100308~Foreman Boyd~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100309~Ellen the Guard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100310~Samuel the Guard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100311~Gilbert the Guard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100312~Joan the Guard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100313~Dennis the Guard~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100314~Captain Arthur~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100315~Performance Test NPC~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100316~Payton the Mage~0~0~Friendly~0~100~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100317~Performance Test NPC HOSTILE~10~30~Hostile~3~10000000~0~25~1~2800~10000000~0.3~0,2~0,6;1,6;2,6~1~1~0~0~140~~0
100318~Uranta the Druid~0~0~Friendly~0~200~0~0~0~0~0~0.3~~0,5;1,5;2,5~0~1~0~0~0~~0
100319~Invisible Wolf TEST~0~30~Passive~85~25740~1771 - 2479~3380~680~1400~10000000~4~~0,850;1,850;2,850~6~3~0~4~9493~~20
